downloaded,item_id,item_definition,category,12,18,21,28,32,33
2023-03-30,25,ALLIGATOR,animals,0,0,0,0,0,1
2023-03-30,26,ANIMAL,animals,0,0,0,1,1,0
2023-03-30,27,ANT/BUG,animals,0,1,1,0,1,1
2023-03-30,28,BEAR,animals,0,1,0,1,1,1
2023-03-30,29,BEE,animals,0,0,0,1,0,1
2023-03-30,30,BIRD/CHICKEN,animals,0,1,1,1,1,1
2023-03-30,31,BUNNY/RABBIT,animals,0,1,1,1,1,1
2023-03-30,32,BUTTERFLY,animals,0,1,0,1,1,1
2023-03-30,33,CAT,animals,0,1,1,1,1,1
2023-03-30,34,COW,animals,0,1,1,1,1,1
2023-03-30,35,DEER,animals,0,0,0,1,0,1
2023-03-30,36,DOG,animals,1,1,1,1,1,1
2023-03-30,37,DONKEY,animals,0,0,0,0,0,1
2023-03-30,38,DUCK,animals,0,1,1,1,1,1
2023-03-30,39,ELEPHANT,animals,0,0,0,1,1,1
2023-03-30,40,FISH,animals,0,1,1,1,1,1
2023-03-30,41,FOX,animals,0,0,0,0,0,0
2023-03-30,42,FROG,animals,0,0,0,1,1,1
2023-03-30,43,GIRAFFE,animals,0,0,0,1,0,1
2023-03-30,44,HEN,animals,0,0,0,0,0,0
2023-03-30,45,HORSE,animals,0,1,1,1,1,1
2023-03-30,46,LION,animals,1,0,0,1,0,1
2023-03-30,47,MONKEY,animals,0,0,0,1,1,1
2023-03-30,48,MOUSE,animals,0,1,1,1,1,1
2023-03-30,49,OWL,animals,0,1,0,1,0,0
2023-03-30,50,PIG,animals,0,1,0,1,1,1
2023-03-30,51,ROOSTER,animals,0,0,0,1,0,0
2023-03-30,52,SHEEP,animals,0,0,0,1,0,1
2023-03-30,53,SKUNK,animals,0,0,0,1,0,0
2023-03-30,54,SNAKE,animals,0,0,0,1,0,1
2023-03-30,55,SPIDER,animals,0,1,0,1,1,0
2023-03-30,56,SQUIRREL,animals,0,0,0,1,1,1
2023-03-30,57,TIGER,animals,0,0,0,1,0,1
2023-03-30,58,TURKEY,animals,0,0,0,1,0,1
2023-03-30,59,TURTLE,animals,0,1,0,1,1,1
2023-03-30,60,WOLF,animals,0,0,0,1,0,0
2023-03-30,61,ZEBRA,animals,0,0,0,0,0,1
2023-03-30,62,BELT,clothing,0,0,0,0,0,0
2023-03-30,63,BIB,clothing,0,0,0,1,0,1
2023-03-30,64,BOOT,clothing,0,0,0,0,0,0
2023-03-30,65,BUTTON,clothing,0,0,0,1,0,0
2023-03-30,66,COAT/JACKET,clothing,0,0,1,1,1,1
2023-03-30,67,DIAPER,clothing,0,1,1,1,1,1
2023-03-30,68,DRESS/CLOTHES,clothing,0,1,1,1,1,1
2023-03-30,69,EARRING,clothing,0,0,0,1,0,0
2023-03-30,70,GLASSES,clothing,0,1,0,1,0,1
2023-03-30,71,GLOVES,clothing,0,0,0,1,0,0
2023-03-30,72,HAT,clothing,0,1,1,1,1,1
2023-03-30,73,HEARING AID,clothing,0,0,0,1,1,0
2023-03-30,74,NECKLACE,clothing,0,0,0,1,0,1
2023-03-30,75,PAJAMAS,clothing,0,0,0,1,1,1
2023-03-30,76,PANTS,clothing,0,0,0,1,1,1
2023-03-30,77,SANDAL,clothing,0,0,0,0,0,0
2023-03-30,78,SCARF,clothing,0,0,0,0,0,0
2023-03-30,79,SHIRT,clothing,0,0,0,1,1,1
2023-03-30,80,SHOE,clothing,0,1,1,1,1,1
2023-03-30,81,SNOWSUIT,clothing,0,0,0,0,0,0
2023-03-30,82,SOCK,clothing,0,0,1,1,1,1
2023-03-30,83,SWEATER,clothing,0,0,0,1,1,1
2023-03-30,84,SWIMSUIT,clothing,0,0,0,1,0,1
2023-03-30,85,UNDERPANTS,clothing,0,0,0,0,0,1
2023-03-30,86,WRISTWATCH,clothing,0,0,0,0,0,1
2023-03-30,87,ZIPPER,clothing,0,0,0,1,0,0
2023-03-30,88,AFTER,time_words,0,0,0,0,0,0
2023-03-30,89,BEFORE,time_words,0,0,0,0,0,0
2023-03-30,90,DAY,time_words,0,0,0,0,0,0
2023-03-30,91,LATER,time_words,0,0,0,1,0,1
2023-03-30,92,MORNING,time_words,0,0,0,1,1,0
2023-03-30,93,NIGHT,time_words,0,0,0,1,1,0
2023-03-30,94,NOT-YET,time_words,0,0,0,1,1,1
2023-03-30,95,NOW,time_words,0,0,0,1,1,1
2023-03-30,96,SOON,time_words,0,0,0,1,0,1
2023-03-30,97,TIME,time_words,0,0,0,0,0,1
2023-03-30,98,TODAY,time_words,0,0,0,1,0,0
2023-03-30,99,TOMORROW,time_words,0,0,0,1,0,1
2023-03-30,100,TONIGHT,time_words,0,0,0,1,0,0
2023-03-30,101,YESTERDAY,time_words,0,0,0,1,0,0
2023-03-30,102,AWAY,action_words,0,0,0,1,1,0
2023-03-30,103,BITE,action_words,0,1,1,1,1,1
2023-03-30,104,BLOW,action_words,0,0,1,1,1,1
2023-03-30,105,BREAK,action_words,0,1,1,1,1,1
2023-03-30,106,BRING/CARRY,action_words,0,0,0,1,1,1
2023-03-30,107,BUILD,action_words,0,0,0,0,0,0
2023-03-30,108,BUY,action_words,0,0,0,1,0,0
2023-03-30,109,CATCH,action_words,0,0,0,1,1,1
2023-03-30,110,CHASE,action_words,0,0,0,0,0,0
2023-03-30,111,CHAT,action_words,0,0,0,0,0,1
2023-03-30,112,CLAP,action_words,0,1,1,1,1,1
2023-03-30,113,CLEAN,action_words,0,0,1,1,0,1
2023-03-30,114,CLIMB,action_words,0,1,0,1,0,0
2023-03-30,115,CLOSE,action_words,0,0,1,0,0,0
2023-03-30,116,COOK,action_words,0,0,1,1,0,0
2023-03-30,117,CRY,action_words,0,1,1,1,1,1
2023-03-30,118,CUT,action_words,0,0,0,1,1,0
2023-03-30,119,DANCE,action_words,0,0,0,1,0,0
2023-03-30,120,DRAW,action_words,0,0,0,1,0,0
2023-03-30,121,DRINK,action_words,0,1,1,1,1,1
2023-03-30,122,DROP,action_words,0,1,0,1,1,0
2023-03-30,123,EAT,action_words,0,1,1,1,1,1
2023-03-30,124,ENTER,action_words,0,0,0,0,0,0
2023-03-30,125,FALL,action_words,0,0,1,1,1,1
2023-03-30,126,FEED,action_words,0,0,0,1,1,1
2023-03-30,127,FIND,action_words,0,0,0,1,0,0
2023-03-30,128,FINISH,action_words,0,1,1,1,1,1
2023-03-30,129,FIX,action_words,0,0,0,1,0,0
2023-03-30,130,GET/TAKE,action_words,0,0,0,1,1,0
2023-03-30,131,GET-A-SHOT,action_words,0,0,0,0,0,0
2023-03-30,132,GIVE,action_words,0,0,0,1,1,1
2023-03-30,133,GO,action_words,0,1,0,1,1,1
2023-03-30,134,HAVE,action_words,0,0,0,1,1,0
2023-03-30,135,HEAR,action_words,0,0,0,1,1,0
2023-03-30,136,HELP,action_words,0,0,0,1,0,1
2023-03-30,137,HIDE,action_words,0,0,0,1,1,0
2023-03-30,138,HIT,action_words,0,0,0,1,1,1
2023-03-30,139,HOLD,action_words,0,0,0,1,1,0
2023-03-30,140,HUG,action_words,0,0,1,1,1,1
2023-03-30,141,HURRY,action_words,0,0,0,0,0,0
2023-03-30,142,JUMP,action_words,0,0,0,1,1,1
2023-03-30,143,KICK,action_words,0,0,0,0,0,1
2023-03-30,144,KISS,action_words,0,1,1,1,1,1
2023-03-30,145,KNOCK,action_words,0,0,0,1,0,0
2023-03-30,146,LEARN,action_words,0,0,0,0,0,0
2023-03-30,147,LICK,action_words,0,0,0,0,0,0
2023-03-30,148,LIKE,action_words,0,0,0,1,0,0
2023-03-30,149,LOOK,action_words,0,0,0,1,1,0
2023-03-30,150,LOVE,action_words,0,0,0,1,1,0
2023-03-30,151,MAKE,action_words,0,0,0,1,0,0
2023-03-30,152,NEED,action_words,0,0,0,0,0,0
2023-03-30,153,OPEN,action_words,0,1,1,1,1,1
2023-03-30,154,PAINT,action_words,0,0,0,1,0,0
2023-03-30,155,PICK/CHOOSE,action_words,0,0,0,0,0,0
2023-03-30,156,PLAY,action_words,0,1,1,1,1,1
2023-03-30,157,POUR,action_words,0,0,0,1,0,0
2023-03-30,158,PULL,action_words,0,0,0,1,0,0
2023-03-30,159,PUSH,action_words,0,0,0,1,0,1
2023-03-30,160,PUT,action_words,0,0,0,1,0,1
2023-03-30,161,READ,action_words,0,0,0,1,1,1
2023-03-30,162,RIDE-IN,action_words,0,0,0,1,0,0
2023-03-30,163,RUN,action_words,0,0,0,1,1,0
2023-03-30,164,SAY,action_words,0,0,0,0,0,0
2023-03-30,165,SEARCH-FOR,action_words,0,0,0,0,1,1
2023-03-30,166,SEE,action_words,0,0,0,1,1,0
2023-03-30,167,SHAKE,action_words,0,0,0,0,0,0
2023-03-30,168,SHARE,action_words,0,0,0,1,1,1
2023-03-30,169,SHOW,action_words,0,0,0,1,0,1
2023-03-30,170,SIGN,action_words,0,0,0,1,0,0
2023-03-30,171,SIT,action_words,0,1,1,1,1,1
2023-03-30,172,SKATE,action_words,0,0,0,0,0,0
2023-03-30,173,SLEEP,action_words,0,1,1,1,1,1
2023-03-30,174,SLIDE,action_words,0,0,0,1,0,1
2023-03-30,175,SMILE,action_words,0,0,1,1,1,1
2023-03-30,176,SPILL,action_words,0,0,0,1,1,0
2023-03-30,177,STAND,action_words,0,1,0,0,0,0
2023-03-30,178,STAY,action_words,0,0,0,1,1,1
2023-03-30,179,STOP,action_words,0,0,1,1,1,0
2023-03-30,180,SWIM,action_words,0,0,1,1,1,1
2023-03-30,181,SWING,action_words,0,1,1,1,0,1
2023-03-30,182,TAKE-PILL,action_words,0,0,0,0,0,1
2023-03-30,183,TALK,action_words,0,0,0,0,0,1
2023-03-30,184,TASTE,action_words,0,0,0,1,0,0
2023-03-30,185,TEACH,action_words,0,0,0,0,0,0
2023-03-30,186,TEAR/RIP,action_words,0,0,0,0,0,0
2023-03-30,187,TELL,action_words,0,0,0,1,0,0
2023-03-30,188,THINK,action_words,0,0,0,0,0,0
2023-03-30,189,THROW,action_words,0,1,0,1,1,1
2023-03-30,190,TOUCH,action_words,0,0,0,1,1,1
2023-03-30,191,WAIT,action_words,0,0,0,1,1,1
2023-03-30,192,WALK,action_words,0,0,0,1,1,1
2023-03-30,193,WASH,action_words,0,1,1,1,1,1
2023-03-30,194,WATCH,action_words,0,0,0,1,1,1
2023-03-30,195,WORK,action_words,0,0,0,1,1,1
2023-03-30,196,BASEMENT,furniture_rooms,0,0,0,0,0,0
2023-03-30,197,BATHROOM/TOILET,furniture_rooms,0,0,1,1,1,1
2023-03-30,198,BATHTUB,furniture_rooms,0,1,1,1,1,1
2023-03-30,199,BED,furniture_rooms,0,1,1,1,1,1
2023-03-30,200,BEDROOM,furniture_rooms,0,0,0,0,1,0
2023-03-30,201,CLOSET,furniture_rooms,0,0,1,0,0,0
2023-03-30,202,DOOR,furniture_rooms,0,0,1,1,1,1
2023-03-30,203,DRAWER,furniture_rooms,0,0,0,0,1,0
2023-03-30,204,DRYER,furniture_rooms,0,0,0,1,0,1
2023-03-30,205,GARAGE,furniture_rooms,0,0,0,0,0,0
2023-03-30,206,KITCHEN,furniture_rooms,0,0,0,1,0,0
2023-03-30,207,LIVING ROOM,furniture_rooms,0,0,0,0,0,0
2023-03-30,208,MIRROR,furniture_rooms,0,0,0,1,0,0
2023-03-30,209,REFRIGERATOR,furniture_rooms,0,0,0,0,0,0
2023-03-30,210,ROCKING CHAIR,furniture_rooms,0,0,0,0,0,0
2023-03-30,211,ROOM,furniture_rooms,0,0,0,0,1,0
2023-03-30,212,SHOWER,furniture_rooms,0,0,0,1,1,0
2023-03-30,213,STAIRS,furniture_rooms,0,0,0,0,0,0
2023-03-30,214,TABLE,furniture_rooms,0,0,0,1,1,0
2023-03-30,215,TV,furniture_rooms,0,0,0,1,1,1
2023-03-30,216,WASH MACHINE,furniture_rooms,0,0,0,1,0,0
2023-03-30,217,WINDOW,furniture_rooms,0,0,0,1,1,1
2023-03-30,218,BALL,toys,0,1,1,1,1,1
2023-03-30,219,BALLOON,toys,0,1,0,1,1,1
2023-03-30,220,BAT,toys,0,0,0,0,1,1
2023-03-30,221,BOOK,toys,0,1,0,1,1,1
2023-03-30,222,BUBBLES,toys,0,0,0,0,1,1
2023-03-30,223,DOLL,toys,0,0,0,1,0,0
2023-03-30,224,GAME,toys,0,0,0,1,1,0
2023-03-30,225,PENCIL,toys,0,0,0,0,0,0
2023-03-30,226,PRESENT/GIFT,toys,0,0,0,1,0,0
2023-03-30,227,PUZZLE,toys,0,0,0,0,0,0
2023-03-30,228,ROBOT,toys,0,0,0,0,0,0
2023-03-30,229,TOY,toys,0,0,1,1,1,1
2023-03-30,230,AUNT,people,0,1,0,0,1,0
2023-03-30,231,BABY,people,0,1,1,1,1,1
2023-03-30,232,BABYSITTER,people,0,0,0,0,1,0
2023-03-30,233,BOY,people,0,0,0,1,1,1
2023-03-30,234,BROTHER,people,0,0,0,0,0,0
2023-03-30,235,CHILD/KID,people,0,0,0,0,0,0
2023-03-30,236,Child's Own Name,people,0,1,0,1,1,1
2023-03-30,237,CLOWN,people,0,1,0,1,1,1
2023-03-30,238,COWBOY,people,0,0,0,0,0,0
2023-03-30,239,COUSIN,people,0,0,0,0,0,0
2023-03-30,240,DADDY,people,0,1,1,1,1,1
2023-03-30,241,DOCTOR,people,0,0,0,1,1,0
2023-03-30,242,FIREMAN,people,0,0,0,0,0,0
2023-03-30,243,FRIEND,people,0,0,0,0,1,1
2023-03-30,244,GIRL,people,0,0,0,1,1,1
2023-03-30,245,GRANDMA,people,0,1,1,1,1,1
2023-03-30,246,GRANDPA,people,0,1,1,1,1,1
2023-03-30,247,INDIAN,people,0,0,0,0,0,0
2023-03-30,248,MAILMAN,people,0,0,0,1,0,0
2023-03-30,249,MAN,people,0,0,0,1,1,0
2023-03-30,250,MOMMY,people,0,1,1,1,1,1
2023-03-30,251,MONSTER,people,0,0,1,1,0,1
2023-03-30,252,NAME SIGNS,people,1,1,0,1,1,1
2023-03-30,253,NURSE,people,0,0,0,0,0,0
2023-03-30,254,PEOPLE,people,0,0,0,0,0,0
2023-03-30,255,POLICE,people,0,0,0,0,0,1
2023-03-30,256,SANTA CLAUS,people,0,0,0,1,0,1
2023-03-30,257,SISTER,people,0,0,0,0,1,0
2023-03-30,258,TEACHER,people,0,0,0,0,0,1
2023-03-30,259,UNCLE,people,0,0,0,0,0,0
2023-03-30,260,WOMAN,people,0,0,0,1,1,0
2023-03-30,261,APPLE,food_drink,0,0,1,1,1,1
2023-03-30,262,BAGEL,food_drink,0,0,0,0,0,0
2023-03-30,263,BANANA,food_drink,0,1,1,1,1,1
2023-03-30,264,BEANS,food_drink,0,0,0,1,0,0
2023-03-30,265,BREAD,food_drink,0,0,0,1,1,1
2023-03-30,266,BUTTER,food_drink,0,0,0,1,1,1
2023-03-30,267,CAKE,food_drink,0,0,1,1,1,0
2023-03-30,268,CANDY,food_drink,0,1,1,1,1,0
2023-03-30,269,CARROT,food_drink,0,0,0,1,0,1
2023-03-30,270,CEREAL,food_drink,0,0,1,1,1,1
2023-03-30,271,CHEESE,food_drink,0,0,1,1,1,1
2023-03-30,272,CHOCOLATE,food_drink,0,0,0,0,1,1
2023-03-30,273,COFFEE,food_drink,0,0,0,1,0,0
2023-03-30,274,COKE,food_drink,0,0,0,0,0,0
2023-03-30,275,COOKIE,food_drink,0,1,1,1,1,1
2023-03-30,276,CORN,food_drink,0,0,1,1,0,1
2023-03-30,277,CRACKER,food_drink,0,1,1,1,1,0
2023-03-30,278,CREAM CHEESE,food_drink,0,0,0,0,0,0
2023-03-30,279,DONUT,food_drink,0,0,0,0,1,0
2023-03-30,280,EGG,food_drink,0,0,0,1,0,1
2023-03-30,281,FRENCH FRIES,food_drink,0,0,0,1,0,1
2023-03-30,282,GRAPES,food_drink,0,0,0,1,0,1
2023-03-30,283,GREEN BEANS,food_drink,0,0,0,1,0,0
2023-03-30,284,GUM,food_drink,0,0,0,0,0,0
2023-03-30,285,HAMBURGER,food_drink,0,0,0,1,1,1
2023-03-30,286,HOT DOG,food_drink,0,0,0,1,1,1
2023-03-30,287,ICE,food_drink,0,0,0,1,0,0
2023-03-30,288,ICE CREAM,food_drink,0,0,1,1,1,1
2023-03-30,289,JELLY,food_drink,0,0,0,0,0,1
2023-03-30,290,JUICE,food_drink,0,0,1,1,1,1
2023-03-30,291,LOLLIPOP,food_drink,0,0,1,0,1,0
2023-03-30,292,MEAT,food_drink,0,0,0,1,0,1
2023-03-30,293,MILK,food_drink,0,1,1,1,1,1
2023-03-30,294,NUT,food_drink,0,0,0,1,0,0
2023-03-30,295,ORANGE,food_drink,0,0,1,1,1,1
2023-03-30,296,PANCAKE,food_drink,0,0,0,0,0,0
2023-03-30,297,PEANUT BUTTER,food_drink,0,0,0,0,1,1
